"job_description","structured_json"
"Our Ideal Candidate
a fintech company is seeking a Senior Security Engineer to help us with protecting systems, data, and users from security threats. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a senior position for someone capable of leading projects and mentoring other engineers.
Duties:
Design, develop, and maintain protecting systems, data, and users from security threats
Contribute to continuous improvement of engineering processes and best practices
Stay current with emerging technologies and evaluate their fit for our stack
Participate in technical decision-making and architecture discussions
Collaborate with product, design, and engineering teams to deliver high-quality features
Mentor teammates and share knowledge across the team
Write clean, maintainable, and well-tested code
Minimum Experience:
5+ years
We Value:
Attention to detail and commitment to quality
Comfort working in a fast-paced, ambiguous environment
A proactive, execution-focused mindset
A team-oriented and reliable attitude
Genuine curiosity and eagerness to learn new technologies
Clear written and verbal communication
Requirements:
Application and network security
Vulnerability assessment
Secure coding practices
IAM and access control
Threat modeling
Bachelor's degree in Computer Science, Engineering, or a related field
Strong understanding of software engineering fundamentals
Desirable Skills:
Compliance frameworks (SOC 2, ISO 27001)
DevSecOps
SIEM tools
Familiarity with Agile / Scrum methodologies
Interest in AI and applying it to real products","{""job_summary"": ""a fintech company is seeking a Senior Security Engineer to help us with protecting systems, data, and users from security threats. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a senior position for someone capable of leading projects and mentoring other engineers."", ""role_description"": [""Design, develop, and maintain protecting systems, data, and users from security threats"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Participate in technical decision-making and architecture discussions"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Mentor teammates and share knowledge across the team"", ""Write clean, maintainable, and well-tested code""], ""required_skills"": [""Application and network security"", ""Vulnerability assessment"", ""Secure coding practices"", ""IAM and access control"", ""Threat modeling"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Compliance frameworks (SOC 2, ISO 27001)"", ""DevSecOps"", ""SIEM tools"", ""Familiarity with Agile / Scrum methodologies"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Attention to detail and commitment to quality"", ""Comfort working in a fast-paced, ambiguous environment"", ""A proactive, execution-focused mindset"", ""A team-oriented and reliable attitude"", ""Genuine curiosity and eagerness to learn new technologies"", ""Clear written and verbal communication""], ""min_experience_yrs"": ""5"", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's degree in Computer Science, Engineering, or a related field"", ""certifications_required"": []}"
"The Opportunity
We are looking for a Python Developer to join a modern SaaS company focused on building backend services and automation in Python. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a position for someone motivated to make a meaningful impact.
What Sets You Apart:
* Attention to detail and commitment to quality
* A team-oriented and reliable attitude
* A proactive, execution-focused mindset
* Excellent problem-solving and analytical skills
Primary Responsibilities:
* Review code and provide constructive feedback to peers
* Write clean, maintainable, and well-tested code
* Troubleshoot, debug, and optimize existing systems for performance and reliability
* Contribute to continuous improvement of engineering processes and best practices
* Design, develop, and maintain building backend services and automation in Python
* Stay current with emerging technologies and evaluate their fit for our stack
* Ensure scalability, security, and maintainability across the codebase
Preferred Qualifications:
* Data processing (Pandas)
* Celery
* Docker
* AWS
* Async programming
* Experience contributing to open-source projects
* Interest in AI and applying it to real products
Must Have:
* Unit testing
* REST API design
* Python
* Relational databases
* Django or FastAPI
* Bachelor's degree in Computer Science, Engineering, or a related field
* Strong understanding of software engineering fundamentals
Experience Needed:
* 2+ years","{""job_summary"": ""We are looking for a Python Developer to join a modern SaaS company focused on building backend services and automation in Python. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a position for someone motivated to make a meaningful impact."", ""role_description"": [""Review code and provide constructive feedback to peers"", ""Write clean, maintainable, and well-tested code"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Design, develop, and maintain building backend services and automation in Python"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Ensure scalability, security, and maintainability across the codebase""], ""required_skills"": [""Unit testing"", ""REST API design"", ""Python"", ""Relational databases"", ""Django or FastAPI"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Data processing (Pandas)"", ""Celery"", ""Docker"", ""AWS"", ""Async programming"", ""Experience contributing to open-source projects"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Attention to detail and commitment to quality"", ""A team-oriented and reliable attitude"", ""A proactive, execution-focused mindset"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": ""2"", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's degree in Computer Science, Engineering, or a related field"", ""certifications_required"": []}"
"Our Ideal Candidate
an enterprise technology team is seeking a Senior React Developer to help us with building modern, component-based frontend applications. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a senior position for someone capable of leading projects and mentoring other engineers.
Preferred Qualifications:
Storybook
Tailwind CSS
Testing libraries
Experience mentoring junior engineers
Familiarity with Agile / Scrum methodologies
Qualifications:
Component-driven development
React
JavaScript / TypeScript
State management
REST / GraphQL integration
5+ years of professional experience in a similar role
Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
Strong understanding of software engineering fundamentals
What Sets You Apart:
Clear written and verbal communication
Genuine curiosity and eagerness to learn new technologies
Strong ownership and accountability
Comfort working in a fast-paced, ambiguous environment
Adaptability and resilience under changing priorities
The Job:
Troubleshoot, debug, and optimize existing systems for performance and reliability
Collaborate with product, design, and engineering teams to deliver high-quality features
Write clean, maintainable, and well-tested code
Ensure scalability, security, and maintainability across the codebase
Participate in technical decision-making and architecture discussions","{""job_summary"": ""an enterprise technology team is seeking a Senior React Developer to help us with building modern, component-based frontend applications. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a senior position for someone capable of leading projects and mentoring other engineers."", ""role_description"": [""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Write clean, maintainable, and well-tested code"", ""Ensure scalability, security, and maintainability across the codebase"", ""Participate in technical decision-making and architecture discussions""], ""required_skills"": [""Component-driven development"", ""React"", ""JavaScript / TypeScript"", ""State management"", ""REST / GraphQL integration"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Storybook"", ""Tailwind CSS"", ""Testing libraries"", ""Experience mentoring junior engineers"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Clear written and verbal communication"", ""Genuine curiosity and eagerness to learn new technologies"", ""Strong ownership and accountability"", ""Comfort working in a fast-paced, ambiguous environment"", ""Adaptability and resilience under changing priorities""], ""min_experience_yrs"": ""5"", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": []}"
"The Position
a modern SaaS company is seeking a Mid-level Machine Learning Engineer to help us with designing, training, and deploying machine learning models in production. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a mid-level position for someone ready to take ownership of features and deliver independently.
Beyond the Technical:
* Strong ownership and accountability
* Excellent problem-solving and analytical skills
* Genuine curiosity and eagerness to learn new technologies
* Comfort working in a fast-paced, ambiguous environment
* Adaptability and resilience under changing priorities
Preferred Certifications:
* Azure AI Engineer Associate
Required Skills:
* Scikit-learn
* Feature engineering
* Model training and evaluation
* PyTorch or TensorFlow
* Python
* Degree in Computer Science or related field, or equivalent hands-on experience
* Strong understanding of software engineering fundamentals
Extra Credit:
* MLOps (MLflow, Kubeflow)
* Model serving at scale
* Experiment tracking
* Vector databases
* Interest in AI and applying it to real products
Duties:
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Ensure scalability, security, and maintainability across the codebase
* Contribute to continuous improvement of engineering processes and best practices
* Mentor teammates and share knowledge across the team
* Participate in technical decision-making and architecture discussions
* Write clean, maintainable, and well-tested code","{""job_summary"": ""a modern SaaS company is seeking a Mid-level Machine Learning Engineer to help us with designing, training, and deploying machine learning models in production. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a mid-level position for someone ready to take ownership of features and deliver independently."", ""role_description"": [""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Ensure scalability, security, and maintainability across the codebase"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Mentor teammates and share knowledge across the team"", ""Participate in technical decision-making and architecture discussions"", ""Write clean, maintainable, and well-tested code""], ""required_skills"": [""Scikit-learn"", ""Feature engineering"", ""Model training and evaluation"", ""PyTorch or TensorFlow"", ""Python"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""MLOps (MLflow, Kubeflow)"", ""Model serving at scale"", ""Experiment tracking"", ""Vector databases"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Strong ownership and accountability"", ""Excellent problem-solving and analytical skills"", ""Genuine curiosity and eagerness to learn new technologies"", ""Comfort working in a fast-paced, ambiguous environment"", ""Adaptability and resilience under changing priorities""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": [""Azure AI Engineer Associate""]}"
"The Opportunity
We're hiring a Senior Platform Engineer to join our team at a leading technology company, where you'll focus on building internal platforms that accelerate engineering teams. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a senior position for someone capable of leading projects and mentoring other engineers.
Attributes:
* Genuine curiosity and eagerness to learn new technologies
* Ability to work independently and collaboratively
* Excellent problem-solving and analytical skills
* Strong ownership and accountability
* Attention to detail and commitment to quality
* A proactive, execution-focused mindset
Required Qualifications:
* Kubernetes
* Go or Python
* Internal developer platforms
* CI/CD tooling
* Infrastructure as Code
* 5+ years of professional experience in a similar role
* Degree in Computer Science or related field, or equivalent hands-on experience
* Strong understanding of software engineering fundamentals
Core Responsibilities:
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Own features end to end, from planning through deployment and monitoring
* Review code and provide constructive feedback to peers
* Participate in technical decision-making and architecture discussions
* Write clean, maintainable, and well-tested code
* Design, develop, and maintain building internal platforms that accelerate engineering teams
* Troubleshoot, debug, and optimize existing systems for performance and reliability
Preferred Qualifications:
* Backstage
* Developer experience tooling
* Service mesh
* Policy as code (OPA)
* Interest in AI and applying it to real products
* Familiarity with Agile / Scrum methodologies","{""job_summary"": ""We're hiring a Senior Platform Engineer to join our team at a leading technology company, where you'll focus on building internal platforms that accelerate engineering teams. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a senior position for someone capable of leading projects and mentoring other engineers."", ""role_description"": [""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Own features end to end, from planning through deployment and monitoring"", ""Review code and provide constructive feedback to peers"", ""Participate in technical decision-making and architecture discussions"", ""Write clean, maintainable, and well-tested code"", ""Design, develop, and maintain building internal platforms that accelerate engineering teams"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability""], ""required_skills"": [""Kubernetes"", ""Go or Python"", ""Internal developer platforms"", ""CI/CD tooling"", ""Infrastructure as Code"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Backstage"", ""Developer experience tooling"", ""Service mesh"", ""Policy as code (OPA)"", ""Interest in AI and applying it to real products"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Genuine curiosity and eagerness to learn new technologies"", ""Ability to work independently and collaboratively"", ""Excellent problem-solving and analytical skills"", ""Strong ownership and accountability"", ""Attention to detail and commitment to quality"", ""A proactive, execution-focused mindset""], ""min_experience_yrs"": ""5"", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": []}"
"About The Role
As a React Developer at a data-driven organization, you will be responsible for building modern, component-based frontend applications. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a position for someone motivated to make a meaningful impact.
Experience Required:
* 2+ years
Basic Qualifications:
* React
* Component-driven development
* State management
* JavaScript / TypeScript
* REST / GraphQL integration
* Bachelor's degree in Computer Science, Engineering, or a related field
* Strong understanding of software engineering fundamentals
Your Responsibilities:
* Translate business requirements into scalable technical solutions
* Ensure scalability, security, and maintainability across the codebase
* Contribute to continuous improvement of engineering processes and best practices
* Design, develop, and maintain building modern, component-based frontend applications
* Write clean, maintainable, and well-tested code
* Review code and provide constructive feedback to peers
* Troubleshoot, debug, and optimize existing systems for performance and reliability
Soft Skills:
* A team-oriented and reliable attitude
* Strong ownership and accountability
* Attention to detail and commitment to quality
* Comfort working in a fast-paced, ambiguous environment
* Ability to work independently and collaboratively
* A proactive, execution-focused mindset
Bonus Points:
* Performance tuning
* Storybook
* Testing libraries
* Next.js
* Experience mentoring junior engineers
* Familiarity with Agile / Scrum methodologies","{""job_summary"": ""As a React Developer at a data-driven organization, you will be responsible for building modern, component-based frontend applications. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a position for someone motivated to make a meaningful impact."", ""role_description"": [""Translate business requirements into scalable technical solutions"", ""Ensure scalability, security, and maintainability across the codebase"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Design, develop, and maintain building modern, component-based frontend applications"", ""Write clean, maintainable, and well-tested code"", ""Review code and provide constructive feedback to peers"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability""], ""required_skills"": [""React"", ""Component-driven development"", ""State management"", ""JavaScript / TypeScript"", ""REST / GraphQL integration"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Performance tuning"", ""Storybook"", ""Testing libraries"", ""Next.js"", ""Experience mentoring junior engineers"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""Strong ownership and accountability"", ""Attention to detail and commitment to quality"", ""Comfort working in a fast-paced, ambiguous environment"", ""Ability to work independently and collaboratively"", ""A proactive, execution-focused mindset""], ""min_experience_yrs"": ""2"", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's degree in Computer Science, Engineering, or a related field"", ""certifications_required"": []}"
"The Role
Join a data-driven organization as a Senior Cloud Engineer and play a key part in designing and managing secure, scalable cloud infrastructure. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a senior position for someone capable of leading projects and mentoring other engineers.
Bonus Skills:
- Cloud migrations
- Kubernetes
- Serverless (Lambda, Functions)
- Multi-cloud strategy
- Well-Architected Framework
- Interest in AI and applying it to real products
- Experience mentoring junior engineers
Basic Qualifications:
- AWS, Azure, or GCP
- Containerization
- Networking and security
- Cost optimization
- Infrastructure as Code (Terraform)
- 5+ years of professional experience in a similar role
- Degree in Computer Science or related field, or equivalent hands-on experience
- Strong understanding of software engineering fundamentals
Day-to-Day:
- Review code and provide constructive feedback to peers
- Own features end to end, from planning through deployment and monitoring
- Design, develop, and maintain designing and managing secure, scalable cloud infrastructure
- Troubleshoot, debug, and optimize existing systems for performance and reliability
- Ensure scalability, security, and maintainability across the codebase
The Right Mindset:
- A proactive, execution-focused mindset
- Ability to work independently and collaboratively
- Genuine curiosity and eagerness to learn new technologies
- Strong ownership and accountability
- A team-oriented and reliable attitude
- Attention to detail and commitment to quality","{""job_summary"": ""Join a data-driven organization as a Senior Cloud Engineer and play a key part in designing and managing secure, scalable cloud infrastructure. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a senior position for someone capable of leading projects and mentoring other engineers."", ""role_description"": [""Review code and provide constructive feedback to peers"", ""Own features end to end, from planning through deployment and monitoring"", ""Design, develop, and maintain designing and managing secure, scalable cloud infrastructure"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Ensure scalability, security, and maintainability across the codebase""], ""required_skills"": [""AWS, Azure, or GCP"", ""Containerization"", ""Networking and security"", ""Cost optimization"", ""Infrastructure as Code (Terraform)"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Cloud migrations"", ""Kubernetes"", ""Serverless (Lambda, Functions)"", ""Multi-cloud strategy"", ""Well-Architected Framework"", ""Interest in AI and applying it to real products"", ""Experience mentoring junior engineers""], ""soft_skills"": [""A proactive, execution-focused mindset"", ""Ability to work independently and collaboratively"", ""Genuine curiosity and eagerness to learn new technologies"", ""Strong ownership and accountability"", ""A team-oriented and reliable attitude"", ""Attention to detail and commitment to quality""], ""min_experience_yrs"": ""5"", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": []}"
"The Role
Join a mission-driven company as a Lead Game Developer and play a key part in building engaging, performant interactive game experiences. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a lead position for someone able to drive technical direction and lead a team.
Desirable Skills:
* Procedural generation
* Shader programming
* AR/VR development
* Performance optimization
* Experience mentoring junior engineers
Ways of Working:
* Clear written and verbal communication
* Ability to work independently and collaboratively
* A team-oriented and reliable attitude
* A proactive, execution-focused mindset
* Excellent problem-solving and analytical skills
What You Bring:
* Unity or Unreal Engine
* C++ or C#
* 3D graphics fundamentals
* Game physics and math
* Gameplay programming
* Degree in Computer Science or related field, or equivalent hands-on experience
* Strong understanding of software engineering fundamentals
Responsibilities:
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Stay current with emerging technologies and evaluate their fit for our stack
* Troubleshoot, debug, and optimize existing systems for performance and reliability
* Design, develop, and maintain building engaging, performant interactive game experiences
* Write clean, maintainable, and well-tested code
* Own features end to end, from planning through deployment and monitoring
How Much Experience:
* 7+ years","{""job_summary"": ""Join a mission-driven company as a Lead Game Developer and play a key part in building engaging, performant interactive game experiences. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Design, develop, and maintain building engaging, performant interactive game experiences"", ""Write clean, maintainable, and well-tested code"", ""Own features end to end, from planning through deployment and monitoring""], ""required_skills"": [""Unity or Unreal Engine"", ""C++ or C#"", ""3D graphics fundamentals"", ""Game physics and math"", ""Gameplay programming"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Procedural generation"", ""Shader programming"", ""AR/VR development"", ""Performance optimization"", ""Experience mentoring junior engineers""], ""soft_skills"": [""Clear written and verbal communication"", ""Ability to work independently and collaboratively"", ""A team-oriented and reliable attitude"", ""A proactive, execution-focused mindset"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": []}"
"Position Overview
As a Junior Software Engineer at an innovative product company, you will be responsible for designing and building reliable, scalable software systems. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a junior position for someone eager to grow and learn from experienced engineers.
Essential Skills:
* One or more of Java, Python, Go, or C++
* System design
* Strong programming fundamentals
* Version control (Git)
* Data structures and algorithms
* Solid computer science fundamentals, formal degree or self-taught
* Strong understanding of software engineering fundamentals
Ways of Working:
* A team-oriented and reliable attitude
* Attention to detail and commitment to quality
* Adaptability and resilience under changing priorities
* Ability to work independently and collaboratively
Minimum Experience:
* 0-2 years
What This Role Involves:
* Review code and provide constructive feedback to peers
* Design, develop, and maintain designing and building reliable, scalable software systems
* Own features end to end, from planning through deployment and monitoring
* Participate in technical decision-making and architecture discussions
* Translate business requirements into scalable technical solutions
* Write clean, maintainable, and well-tested code
* Contribute to continuous improvement of engineering processes and best practices
Nice to Have (Highly Valuable):
* Distributed systems
* Performance optimization
* Cloud platforms
* Familiarity with Agile / Scrum methodologies
* Experience mentoring junior engineers
Required Certifications:
* PMP (Project Management Professional)
* CompTIA Security+","{""job_summary"": ""As a Junior Software Engineer at an innovative product company, you will be responsible for designing and building reliable, scalable software systems. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Review code and provide constructive feedback to peers"", ""Design, develop, and maintain designing and building reliable, scalable software systems"", ""Own features end to end, from planning through deployment and monitoring"", ""Participate in technical decision-making and architecture discussions"", ""Translate business requirements into scalable technical solutions"", ""Write clean, maintainable, and well-tested code"", ""Contribute to continuous improvement of engineering processes and best practices""], ""required_skills"": [""One or more of Java, Python, Go, or C++"", ""System design"", ""Strong programming fundamentals"", ""Version control (Git)"", ""Data structures and algorithms"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Distributed systems"", ""Performance optimization"", ""Cloud platforms"", ""Familiarity with Agile / Scrum methodologies"", ""Experience mentoring junior engineers""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""Attention to detail and commitment to quality"", ""Adaptability and resilience under changing priorities"", ""Ability to work independently and collaboratively""], ""min_experience_yrs"": ""0"", ""max_experience_yrs"": ""2"", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": [""PMP (Project Management Professional)"", ""CompTIA Security+""]}"
"Our Ideal Candidate
As a Mid-level Data Scientist at an e-commerce platform, you will be responsible for turning data into actionable insights and predictive models. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a mid-level position for someone ready to take ownership of features and deliver independently.
Must Have:
- Python and SQL
- Data visualization
- Pandas and NumPy
- Statistical analysis
- Experiment design (A/B testing)
- Bachelor's degree in Computer Science, Engineering, or a related field
- Strong understanding of software engineering fundamentals
The Job:
- Write clean, maintainable, and well-tested code
- Translate business requirements into scalable technical solutions
- Own features end to end, from planning through deployment and monitoring
- Ensure scalability, security, and maintainability across the codebase
- Troubleshoot, debug, and optimize existing systems for performance and reliability
Beyond the Technical:
- Attention to detail and commitment to quality
- Excellent problem-solving and analytical skills
- Clear written and verbal communication
- Strong ownership and accountability
- Genuine curiosity and eagerness to learn new technologies
- A proactive, execution-focused mindset
Certifications Required:
- TensorFlow Developer Certificate
Nice to Have (Highly Valuable):
- Deep learning
- Causal inference
- Dashboarding (Tableau, Power BI)
- Big data tools (Spark)
- Machine learning modeling
- Experience mentoring junior engineers
- Familiarity with Agile / Scrum methodologies","{""job_summary"": ""As a Mid-level Data Scientist at an e-commerce platform, you will be responsible for turning data into actionable insights and predictive models. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a mid-level position for someone ready to take ownership of features and deliver independently."", ""role_description"": [""Write clean, maintainable, and well-tested code"", ""Translate business requirements into scalable technical solutions"", ""Own features end to end, from planning through deployment and monitoring"", ""Ensure scalability, security, and maintainability across the codebase"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability""], ""required_skills"": [""Python and SQL"", ""Data visualization"", ""Pandas and NumPy"", ""Statistical analysis"", ""Experiment design (A/B testing)"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Deep learning"", ""Causal inference"", ""Dashboarding (Tableau, Power BI)"", ""Big data tools (Spark)"", ""Machine learning modeling"", ""Experience mentoring junior engineers"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Attention to detail and commitment to quality"", ""Excellent problem-solving and analytical skills"", ""Clear written and verbal communication"", ""Strong ownership and accountability"", ""Genuine curiosity and eagerness to learn new technologies"", ""A proactive, execution-focused mindset""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's degree in Computer Science, Engineering, or a related field"", ""certifications_required"": [""TensorFlow Developer Certificate""]}"
"The Opportunity
We're hiring a Game Developer to join our team at a modern SaaS company, where you'll focus on building engaging, performant interactive game experiences. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a position for someone motivated to make a meaningful impact.
Certifications Required:
- Certified Kubernetes Application Developer (CKAD)
Essential Skills:
- Game physics and math
- Unity or Unreal Engine
- C++ or C#
- 3D graphics fundamentals
- Gameplay programming
- some professional of professional experience in a similar role
- Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
- Strong understanding of software engineering fundamentals
What Makes You a Great Fit:
- Excellent problem-solving and analytical skills
- A team-oriented and reliable attitude
- Attention to detail and commitment to quality
- Ability to work independently and collaboratively
- Adaptability and resilience under changing priorities
- Comfort working in a fast-paced, ambiguous environment
Core Responsibilities:
- Participate in technical decision-making and architecture discussions
- Ensure scalability, security, and maintainability across the codebase
- Own features end to end, from planning through deployment and monitoring
- Review code and provide constructive feedback to peers
- Translate business requirements into scalable technical solutions
- Collaborate with product, design, and engineering teams to deliver high-quality features
Nice-to-Haves:
- Procedural generation
- Shader programming
- Performance optimization
- Experience contributing to open-source projects
- Experience mentoring junior engineers","{""job_summary"": ""We're hiring a Game Developer to join our team at a modern SaaS company, where you'll focus on building engaging, performant interactive game experiences. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a position for someone motivated to make a meaningful impact."", ""role_description"": [""Participate in technical decision-making and architecture discussions"", ""Ensure scalability, security, and maintainability across the codebase"", ""Own features end to end, from planning through deployment and monitoring"", ""Review code and provide constructive feedback to peers"", ""Translate business requirements into scalable technical solutions"", ""Collaborate with product, design, and engineering teams to deliver high-quality features""], ""required_skills"": [""Game physics and math"", ""Unity or Unreal Engine"", ""C++ or C#"", ""3D graphics fundamentals"", ""Gameplay programming"", ""some professional of professional experience in a similar role"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Procedural generation"", ""Shader programming"", ""Performance optimization"", ""Experience contributing to open-source projects"", ""Experience mentoring junior engineers""], ""soft_skills"": [""Excellent problem-solving and analytical skills"", ""A team-oriented and reliable attitude"", ""Attention to detail and commitment to quality"", ""Ability to work independently and collaboratively"", ""Adaptability and resilience under changing priorities"", ""Comfort working in a fast-paced, ambiguous environment""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": [""Certified Kubernetes Application Developer (CKAD)""]}"
